Geneid	Geneid	19_4_WT_SN_1_	20_4_WT_SN_1_	26_4_WT_SN_1_	18_4_SN_1_	19_4_WT_ON_	20_4_WT_ON_	18_4_ON_	26_4_WT_ON_	SPF_8w_F_2	SPF_8w_F_5	SPF_8w_F_4	SPF_8w_F_3	SPF_8w_F_1
Gm6794	Gm6794	1	1	5	4	2	1	4	1	1	0	1	3	0
Vmn1r36	Vmn1r36	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r37	Vmn1r37	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44261	Gm44261	0	0	0	0	0	1	0	0	0	0	0	0	0
Gm4045	Gm4045	2	1	1	1	3	1	1	0	0	4	0	1	2
Vmn1r-ps24	Vmn1r-ps24	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r38	Vmn1r38	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r39	Vmn1r39	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm9794	Gm9794	18	29	24	24	36	25	16	18	20	21	10	12	23
4930597O21Rik	4930597O21Rik	0	0	0	0	0	0	0	0	6	0	0	0	0
Gng12	Gng12	1309	1744	1603	1543	1547	1335	1468	1383	341	1352	1452	1630	2026
Gm43956	Gm43956	2	13	4	0	9	3	0	15	0	28	8	24	9
Gm15644	Gm15644	0	0	0	0	0	0	0	0	14	6	0	0	0
Gm29848	Gm29848	0	0	0	0	0	0	0	0	17	0	0	0	0
Gm25260	Gm25260	0	0	0	0	0	0	0	0	0	0	0	0	0
Gadd45a	Gadd45a	175	171	124	194	281	373	227	288	3	7	12	17	9
E230016M11Rik	E230016M11Rik	0	3	2	0	18	0	1	4	8	22	21	0	0
A430010J10Rik	A430010J10Rik	8	6	9	15	11	8	2	5	31	28	9	8	8
Gm44051	Gm44051	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm8566	Gm8566	0	2	0	3	0	1	5	2	1	2	0	0	0
Gm44052	Gm44052	0	0	0	0	0	0	0	0	0	0	0	0	0
Serbp1	Serbp1	2767	2891	2408	2856	4198	3452	3163	3218	2824	5185	2942	3465	3567
Gm44050	Gm44050	0	0	0	0	0	0	0	0	1	0	0	0	0
Il12rb2	Il12rb2	4	1	0	41	51	30	96	37	7	33	51	45	79
Gm8574	Gm8574	0	0	0	0	0	0	0	0	0	0	1	0	0
Gm44208	Gm44208	1	0	0	0	0	0	0	0	0	0	0	0	0
Gm4761	Gm4761	0	1	1	0	0	1	1	0	1	2	0	0	0
Gm44083	Gm44083	0	0	1	2	0	0	0	0	0	0	0	0	0
Il23r	Il23r	0	0	0	3	0	0	0	0	0	0	0	0	0
Gm42889	Gm42889	0	0	0	0	0	0	0	0	0	0	0	0	0
Tacstd2	Tacstd2	1	0	1	3	0	0	1	0	0	0	0	0	0
Igkv2-137	Igkv2-137	0	0	0	0	0	0	0	0	0	0	0	0	0
4930515G16Rik	4930515G16Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv1-136	Igkv1-136	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv1-135	Igkv1-135	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm9728	Gm9728	3	1	1	3	0	1	1	2	1	0	1	1	2
Rpl18a-ps2	Rpl18a-ps2	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv14-134-1	Igkv14-134-1	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv17-134	Igkv17-134	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv1-133	Igkv1-133	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5308	Gm5308	6	1	4	0	0	1	3	0	0	0	2	0	2
Rpl18a-ps3	Rpl18a-ps3	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43284	Gm43284	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv1-132	Igkv1-132	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv1-131	Igkv1-131	0	0	0	1	0	0	0	0	0	0	0	0	0
Gm18980	Gm18980	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv14-130	Igkv14-130	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm22425	Gm22425	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm24911	Gm24911	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv9-129	Igkv9-129	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv9-128	Igkv9-128	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv17-127	Igkv17-127	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv14-126-1	Igkv14-126-1	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm9729	Gm9729	0	0	0	1	1	0	0	1	1	0	0	0	1
Igkv14-126	Igkv14-126	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm25910	Gm25910	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv11-125	Igkv11-125	0	0	0	1	0	0	0	0	0	0	0	0	0
Igkv9-124	Igkv9-124	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv9-123	Igkv9-123	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv1-122	Igkv1-122	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv17-121	Igkv17-121	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv9-120	Igkv9-120	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv9-119	Igkv9-119	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv14-118-2	Igkv14-118-2	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv14-118-1	Igkv14-118-1	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43739	Gm43739	0	0	0	2	0	0	0	0	0	0	0	0	0
Gm5309	Gm5309	0	0	0	0	1	0	0	0	0	1	0	0	0
Igkv11-118	Igkv11-118	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv1-117	Igkv1-117	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43171	Gm43171	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43170	Gm43170	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv2-116	Igkv2-116	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv1-115	Igkv1-115	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv11-114	Igkv11-114	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv2-113	Igkv2-113	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4873	Gm4873	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv2-112	Igkv2-112	0	0	0	1	0	0	0	0	0	0	0	0	0
Igkv14-111	Igkv14-111	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm25436	Gm25436	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv1-110	Igkv1-110	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43007	Gm43007	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm42612	Gm42612	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv2-109	Igkv2-109	0	0	0	0	0	0	0	0	1	0	0	0	0
Igkv1-108	Igkv1-108	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv2-107	Igkv2-107	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv11-106	Igkv11-106	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv2-105	Igkv2-105	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5310	Gm5310	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv16-104	Igkv16-104	0	0	0	1	0	0	0	0	1	0	0	0	0
Igkv15-103	Igkv15-103	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv15-102	Igkv15-102	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv20-101-2	Igkv20-101-2	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv15-101-1	Igkv15-101-1	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv15-101	Igkv15-101	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv14-100	Igkv14-100	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm25833	Gm25833	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv1-99	Igkv1-99	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv12-98	Igkv12-98	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv15-97	Igkv15-97	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv10-96	Igkv10-96	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv2-95-2	Igkv2-95-2	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv2-95-1	Igkv2-95-1	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv10-95	Igkv10-95	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv10-94	Igkv10-94	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv2-93-1	Igkv2-93-1	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm40414	Gm40414	1	0	0	0	0	0	1	1	0	0	0	0	0
Igkv19-93	Igkv19-93	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv4-92	Igkv4-92	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm42925	Gm42925	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv4-91	Igkv4-91	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv4-90	Igkv4-90	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm42924	Gm42924	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv12-89	Igkv12-89	0	0	0	1	0	0	0	0	0	0	0	0	0
Igkv1-88	Igkv1-88	0	0	0	1	0	0	0	0	0	0	0	0	0
Gm42539	Gm42539	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm42543	Gm42543	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm42542	Gm42542	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv13-87	Igkv13-87	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43710	Gm43710	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv4-86	Igkv4-86	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv13-85	Igkv13-85	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv13-84	Igkv13-84	0	0	0	0	0	0	0	0	0	0	2	0	0
Igkv4-83	Igkv4-83	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv13-82	Igkv13-82	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv4-81	Igkv4-81	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv13-80-1	Igkv13-80-1	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv4-80	Igkv4-80	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv4-79	Igkv4-79	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv13-78-1	Igkv13-78-1	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv4-78	Igkv4-78	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43583	Gm43583	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv4-77	Igkv4-77	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv13-76	Igkv13-76	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv4-75	Igkv4-75	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv13-74-1	Igkv13-74-1	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv4-74	Igkv4-74	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv13-73-1	Igkv13-73-1	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv4-73	Igkv4-73	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv4-72	Igkv4-72	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv13-71-1	Igkv13-71-1	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv4-71	Igkv4-71	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv4-70	Igkv4-70	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv4-69	Igkv4-69	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv4-68	Igkv4-68	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv12-67	Igkv12-67	0	0	0	0	0	0	0	0	0	0	0	0	0
Rprl1	Rprl1	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv12-66	Igkv12-66	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv4-65	Igkv4-65	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv13-64	Igkv13-64	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv4-63	Igkv4-63	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv13-62-1	Igkv13-62-1	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv4-62	Igkv4-62	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv13-61-1	Igkv13-61-1	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv4-61	Igkv4-61	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv4-59	Igkv4-59	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv4-60	Igkv4-60	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv4-58	Igkv4-58	0	0	0	0	0	0	0	0	0	0	0	0	0
Rn7s6	Rn7s6	1	5	5	1036	12	14	2	14	18	44	21	14	20
AC156953.1	AC156953.1	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv13-57-2	Igkv13-57-2	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv4-57-1	Igkv4-57-1	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv13-57-1	Igkv13-57-1	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv4-57	Igkv4-57	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv13-56-1	Igkv13-56-1	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv4-56	Igkv4-56	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv13-55-1	Igkv13-55-1	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv4-55	Igkv4-55	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv13-54-1	Igkv13-54-1	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv4-54	Igkv4-54	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv4-53	Igkv4-53	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm42606	Gm42606	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv4-51	Igkv4-51	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm42958	Gm42958	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv4-50	Igkv4-50	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv12-49	Igkv12-49	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv5-48	Igkv5-48	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv12-47	Igkv12-47	0	0	0	0	1	0	0	0	0	0	0	0	1
Igkv12-46	Igkv12-46	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv5-45	Igkv5-45	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv12-44	Igkv12-44	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv5-43	Igkv5-43	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv12-42	Igkv12-42	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv12-41	Igkv12-41	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv5-40-1	Igkv5-40-1	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv12-40	Igkv12-40	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv5-39	Igkv5-39	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43220	Gm43220	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv12-38	Igkv12-38	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv5-37	Igkv5-37	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv18-36	Igkv18-36	0	0	0	1	0	0	0	0	0	2	0	0	0
Igkv1-35	Igkv1-35	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23694	Gm23694	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43586	Gm43586	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv8-34	Igkv8-34	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv7-33	Igkv7-33	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv6-32	Igkv6-32	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv8-31	Igkv8-31	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv8-30	Igkv8-30	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm42818	Gm42818	0	0	0	1	0	0	0	0	0	0	0	0	0
Igkv6-29	Igkv6-29	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv8-28	Igkv8-28	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm24096	Gm24096	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv8-27	Igkv8-27	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv8-26	Igkv8-26	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm8828	Gm8828	0	0	0	0	1	0	0	0	0	0	0	0	0
Igkv6-25	Igkv6-25	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv8-24	Igkv8-24	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43218	Gm43218	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv6-23	Igkv6-23	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm8836	Gm8836	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm11065	Gm11065	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv8-22	Igkv8-22	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv8-21	Igkv8-21	0	0	0	0	0	0	0	0	0	0	0	0	0
Amd-ps5	Amd-ps5	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv6-20	Igkv6-20	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv8-19	Igkv8-19	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv8-18	Igkv8-18	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm8848	Gm8848	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv6-17	Igkv6-17	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv8-16	Igkv8-16	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm42667	Gm42667	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv6-15	Igkv6-15	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm8853	Gm8853	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm10360	Gm10360	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm6157	Gm6157	0	0	0	0	0	1	0	0	0	0	0	1	0
Igkv6-14	Igkv6-14	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm8862	Gm8862	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv6-13	Igkv6-13	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm8872	Gm8872	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm42720	Gm42720	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm42773	Gm42773	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv3-12-1	Igkv3-12-1	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv3-12	Igkv3-12	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv3-11	Igkv3-11	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv3-10	Igkv3-10	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv3-9	Igkv3-9	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv3-8	Igkv3-8	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv3-7	Igkv3-7	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv3-6	Igkv3-6	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv3-5	Igkv3-5	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv3-4	Igkv3-4	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv3-3	Igkv3-3	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv3-2	Igkv3-2	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv3-1	Igkv3-1	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43291	Gm43291	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkj1	Igkj1	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkj2	Igkj2	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkj3	Igkj3	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkj4	Igkj4	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkj5	Igkj5	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkc	Igkc	0	1	0	0	0	0	0	0	0	0	0	0	0
Rpia	Rpia	28	29	35	12	70	62	17	48	431	425	45	109	94
Eif2ak3	Eif2ak3	161	192	216	133	232	130	183	167	219	927	1015	1354	1146
Gm23346	Gm23346	0	2	0	0	2	1	0	2	43	10	1	2	3
Gm43292	Gm43292	7	1	0	0	1	0	0	1	59	66	3	29	29
Tex37	Tex37	0	0	0	0	0	0	0	0	0	0	0	0	0
Foxi3	Foxi3	0	0	0	0	0	0	0	0	1	0	0	0	0
Gm23485	Gm23485	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm43906	Gm43906	0	0	0	0	0	0	0	0	0	0	0	0	0
Rpl34-ps1	Rpl34-ps1	1	1	0	1	1	0	2	1	0	1	0	0	0
Thnsl2	Thnsl2	51	179	42	54	172	154	174	153	26	190	206	175	127
Gm44427	Gm44427	0	0	0	0	1	0	0	0	0	0	0	0	0
Fabp1	Fabp1	0	0	0	0	0	0	0	0	0	0	1	0	0
Smyd1	Smyd1	2	0	0	4	0	0	1	0	0	0	0	0	0
Mir8112	Mir8112	0	0	0	0	0	0	0	0	0	0	0	0	0
Krcc1	Krcc1	1102	1407	1057	1126	3126	2240	2148	1581	3800	3989	2415	2848	2733
Gm44321	Gm44321	16	1	21	10	9	0	0	39	135	172	20	5	108
Gm1070	Gm1070	0	0	0	1	32	5	0	0	47	0	68	79	23
Cd8b1	Cd8b1	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44110	Gm44110	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44111	Gm44111	0	1	0	1	0	0	0	0	0	0	0	0	0
Gm44174	Gm44174	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44175	Gm44175	0	0	0	0	0	1	0	3	0	1	0	0	0
Cd8a	Cd8a	0	0	0	0	0	0	0	0	0	0	0	0	0
Rmnd5a	Rmnd5a	749	482	825	562	685	370	372	446	210	547	594	860	545
Gm44130	Gm44130	0	0	0	0	0	0	0	32	36	0	0	2	0
Gm44172	Gm44172	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44186	Gm44186	0	0	0	0	1	0	0	0	4	1	0	0	1
Rnf103	Rnf103	974	1121	884	1195	1435	1214	1052	848	1279	1852	3331	3820	3043
Gm44194	Gm44194	0	0	0	0	0	7	0	0	1	0	0	0	0
1700040L08Rik	1700040L08Rik	11	7	5	4	7	6	2	3	6	3	1	8	5
Chmp3	Chmp3	3351	3122	2545	3340	2666	3045	2792	1890	1382	3218	2579	3055	2710
Kdm3a	Kdm3a	520	595	410	576	1348	1169	579	1243	529	1069	1576	2090	1854
Gm6063	Gm6063	9	7	2	7	4	4	10	7	2	6	7	5	2
Gm44768	Gm44768	0	0	0	0	1	0	0	0	0	1	0	0	0
Rpl19-ps9	Rpl19-ps9	0	2	1	3	0	0	0	0	0	0	0	0	1
Reep1	Reep1	0	0	0	14	46	8	1	0	6	5	6	4	21
Gm44769	Gm44769	0	0	0	0	0	0	0	0	2	0	0	0	0
Gm44770	Gm44770	0	0	0	0	0	0	0	0	0	1	0	0	0
Mrpl35	Mrpl35	552	548	515	821	904	820	621	750	475	1717	643	878	720
Gm44771	Gm44771	0	0	0	0	0	2	3	0	0	0	2	1	0
Immt	Immt	1450	1469	1674	1553	2369	1706	2157	1803	1149	3107	2345	2988	2629
Gm17825	Gm17825	0	0	0	1	0	0	0	0	15	40	0	0	0
Ptcd3	Ptcd3	420	244	330	265	637	572	651	300	165	589	527	694	718
Gm22486	Gm22486	0	0	0	0	0	0	0	0	0	0	0	0	0
Polr1a	Polr1a	88	84	167	150	281	322	147	174	366	471	510	656	525
Gm19078	Gm19078	0	0	0	0	13	0	0	10	5	1	2	9	1
Gm26628	Gm26628	0	0	3	3	1	1	0	0	0	0	1	2	0
9130221F21Rik	9130221F21Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm8952	Gm8952	0	0	1	0	0	0	0	0	0	0	0	0	0
Gm44604	Gm44604	0	0	0	0	0	0	0	0	0	0	0	0	0
St3gal5	St3gal5	451	270	238	444	4802	4123	4652	3567	2502	6996	5964	7290	6141
Gm29438	Gm29438	0	0	0	0	0	1	0	1	98	54	48	9	53
4933431G14Rik	4933431G14Rik	4	0	0	0	18	0	0	5	60	99	31	65	21
Gm45050	Gm45050	2	14	9	47	3	13	19	2	74	26	12	19	13
Atoh8	Atoh8	0	0	0	0	14	0	1	34	0	0	0	0	0
Sftpb	Sftpb	0	0	0	0	0	0	0	0	0	0	0	0	0
Usp39	Usp39	357	311	369	435	624	732	577	595	416	1106	790	979	1173
Gm45051	Gm45051	0	2	1	2	1	3	12	3	3	0	0	2	0
0610030E20Rik	0610030E20Rik	159	300	322	136	389	438	261	445	616	741	580	626	653
Tmem150a	Tmem150a	40	60	45	46	199	224	281	217	120	178	163	201	136
Rnf181	Rnf181	863	920	740	907	1026	779	812	1062	463	1497	1081	1136	957
Vamp5	Vamp5	89	44	118	123	193	161	198	170	306	707	210	284	279
Vamp8	Vamp8	3978	4098	3761	4952	6010	5060	5708	3950	3909	6455	3508	3841	3708
Ggcx	Ggcx	404	311	526	260	506	275	318	713	402	663	989	1404	983
Mat2a	Mat2a	16765	19136	13875	16736	23555	20092	22449	15770	1835	5354	6221	6922	7388
Particl	Particl	23	28	6	10	2	16	7	35	42	166	54	56	39
Sh2d6	Sh2d6	0	0	0	0	51	54	33	35	6	12	43	10	29
Capg	Capg	6312	4233	3268	4351	6463	6620	8144	5128	556	1070	605	902	787
Elmod3	Elmod3	204	99	147	167	201	238	186	215	90	415	550	451	512
Retsat	Retsat	782	712	703	701	481	457	475	599	195	884	833	1198	1022
Gm45053	Gm45053	9	18	13	10	51	0	16	1	5	1	4	10	1
Tgoln1	Tgoln1	5169	6009	6862	6641	8935	9054	11023	8568	3196	6246	6601	8965	7162
Gm20536	Gm20536	0	0	0	0	0	0	0	0	0	0	0	0	0
Tcf7l1	Tcf7l1	0	1	2	7	2	0	0	0	1	0	2	0	0
Gm15401	Gm15401	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37969	Gm37969	0	0	0	0	0	0	0	0	0	3	0	0	0
Gm38114	Gm38114	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm38320	Gm38320	0	0	0	0	0	0	0	0	2	0	0	0	0
Gm15402	Gm15402	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37736	Gm37736	0	0	0	3	0	0	0	0	0	0	0	0	0
Kcmf1	Kcmf1	1352	1264	1142	1294	1707	1771	1423	1519	627	1320	1629	1757	1378
D530018E20Rik	D530018E20Rik	4	42	32	1	14	24	7	34	179	170	32	42	17
Gm26640	Gm26640	0	0	6	0	0	2	0	0	0	0	0	0	0
Tmsb10	Tmsb10	50	50	55	100	258	187	145	142	89	117	58	58	47
Gm18402	Gm18402	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44031	Gm44031	0	0	0	0	0	0	0	0	0	0	0	0	0
